mcf:sourceMediumPath,mcf:totalConversions,mcf:totalConversionValue
player.letvcdn.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),17,0.0
player.letvcdn.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),34,0.0
player.letvcdn.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),17,0.0
player.letvcdn.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),34,0.0
player.letvcdn.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),17,0.0
player.letvcdn.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),17,0.0
player.letvcdn.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),34,0.0
player.letvcdn.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),17,0.0
player.letvcdn.com / referral -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none) -> (direct) / (none),17,0.0
player.letvcdn.com / referral -> (direct) / (none) -> player.letvcdn.com / referral,17,0.0
player.letvcdn.com / referral -> letv.com / referral,17,0.0
player.letvcdn.com / referral -> player.letvcdn.com / referral,195,0.0
player.letvcdn.com / referral -> player.letvcdn.com / referral -> player.letvcdn.com / referral -> player.letvcdn.com / referral -> player.letvcdn.com / referral -> player.letvcdn.com / referral -> player.letvcdn.com / referral -> player.letvcdn.com / referral -> player.letvcdn.com / referral,17,0.0
sports.titan24.com / referral,51,0.0
watchpinoytube.com / referral,42,0.0
211.140.10.212:3438 / referral,118,0.0
211.140.10.213:3438 / referral,162,0.0
61.132.216.241:9090 / referral,34,0.0
files.dardarkom.com / referral,68,0.0
goods.pcbaby.com.cn / referral,34,0.0
joshmovies.ulmb.com / referral,51,0.0
pinoyfullmovies.com / referral,17,0.0
redir.yy.duowan.com / referral,17,0.0
static.video.qq.com / referral,25,0.0
mail.eurorscg.com.hk / referral,51,0.0
dramanara.weebly.com / referral,17,0.0
en.campaignchina.com / referral,34,0.0
221.208.143.243:8080 / referral,17,0.0
221.231.141.222:6007 / referral,34,0.0
221.231.141.222:6000 / referral,17,0.0
124.160.227.114:10008 / referral,25,0.0
124.160.227.114:10012 / referral,17,0.0
211.138.207.229:57628 / referral,17,0.0
microsoft-cn.com:3438 / referral,34,0.0
niki69doda.cafe24.com / referral,76,0.0
onlinewatchmovies.net / referral,17,0.0
a-pinkyeah.tumblr.com / referral,17,0.0
fullmovie-kolkata.com / referral,42,0.0
pinoyonlinemovies.com / referral,17,0.0
pinoymoviesonline.net / referral,34,0.0
pinoytambayanatin.com / referral,17,0.0
speedtest.139life.com / referral,17,0.0
videos.videomasti.net / referral,34,0.0
dtopmovies.blogspot.de / referral,17,0.0
dramato.blog98.fc2.com / referral,17,0.0
andhrawala4.blogspot.in / referral,17,0.0
freechitras.blogspot.in / referral,17,0.0
pinoytvonlinemovies.com / referral,76,0.0
popcornnow.blogspot.com / referral,68,0.0
watchfilipinomovies.com / referral,246,0.0
andhrawala4.blogspot.com / referral,34,0.0
emovieonline.blogspot.in / referral,17,0.0
link.smartscreen.live.com / referral,17,0.0
link.smartscreen.live.com / referral -> (direct) / (none),17,0.0
onlinemoviesportsandtv.com / referral,34,0.0
free.watchtelugumovies.net / referral,136,0.0
andhrawala4.blogspot.com.es / referral,17,0.0
watchbarbiemoviesonline.com / referral,17,0.0
